id,category
2409,KEY
2410,QUEST_ITEM
2411,KEY
2412,MAGIC_ARMOR
2413,MAGIC_ARMOR
2414,MAGIC_ARMOR
2415,MAGIC_WEAPON
2416,MAGIC_WEAPON
2417,MAGIC_WEAPON
2418,MISC
2419,QUEST_ITEM
2421,QUEST_ITEM
2422,COSMETIC
2423,KEY
2424,PROCESSED_MATERIAL
2425,QUEST_ITEM
2426,FOOD
2428,POTION
2430,POTION
2432,POTION
2434,POTION
2436,MISC
2438,POTION
2440,MISC
2442,MISC
2444,POTION
2446,POTION
2448,POTION
2450,POTION
2452,POTION
2454,POTION
2456,POTION
2458,POTION
2460,COSMETIC
2462,MELEE_WEAPON
2464,MELEE_WEAPON
2466,MELEE_WEAPON
2468,MELEE_WEAPON
2470,FOOD
2472,COSMETIC
2474,MELEE_WEAPON
2476,MELEE_WEAPON
2481,HERB
2483,POTION
2485,HERB
2487,RANGED_ARMOR
2489,PROCESSED_MATERIAL
2491,RANGED_ARMOR
2493,MELEE_ARMOR
2495,PROCESSED_MATERIAL
2497,MELEE_ARMOR
2499,RANGED_ARMOR
2501,PROCESSED_MATERIAL
2503,RANGED_ARMOR
2505,MISC
2507,PROCESSED_MATERIAL
2509,MISC
2511,LOG
2514,MISC
2516,FOOD
2518,FOOD
2520,MISC
2522,COSMETIC
2524,COSMETIC
2526,COLLECTIBLE
2528,MISC
2529,QUEST_ITEM
2530,MISC
2532,AMMO
2533,AMMO
2534,AMMO
2535,AMMO
2536,AMMO
2537,AMMO
2538,AMMO
2539,AMMO
2540,AMMO
2541,AMMO
2550,PROCESSED_MATERIAL
2552,JEWELRY
2554,JEWELRY
2556,JEWELRY
2558,JEWELRY
2560,JEWELRY
2562,JEWELRY
2564,JEWELRY
2566,JEWELRY
2568,JEWELRY
2570,JEWELRY
2572,JEWELRY
2574,MISC
2575,MISC
2576,QUEST_ITEM
2577,RANGED_ARMOR
2579,MAGIC_ARMOR
2581,RANGED_ARMOR
2583,MELEE_ARMOR
2585,MELEE_ARMOR
2587,MELEE_ARMOR
2589,MELEE_ARMOR
2591,MELEE_ARMOR
2593,MELEE_ARMOR
2595,MELEE_ARMOR
2597,MELEE_ARMOR
2599,MELEE_ARMOR
2601,MELEE_ARMOR
2603,MELEE_ARMOR
2605,MELEE_ARMOR
2607,MELEE_ARMOR
2609,MELEE_ARMOR
2611,MELEE_ARMOR
2613,MELEE_ARMOR
2615,MELEE_ARMOR
2617,MELEE_ARMOR
2619,MELEE_ARMOR
2621,MELEE_ARMOR
2623,MELEE_ARMOR
2625,MELEE_ARMOR
2627,MELEE_ARMOR
2629,MELEE_ARMOR
2631,COSMETIC
2633,COSMETIC
2635,COSMETIC
2637,MELEE_ARMOR
2639,MELEE_ARMOR
2641,COSMETIC
2643,COSMETIC
2645,COSMETIC
2647,COSMETIC
2649,COSMETIC
2651,COSMETIC
2653,MELEE_ARMOR
2655,MELEE_ARMOR
2657,MELEE_ARMOR
2659,MELEE_ARMOR
2661,RANGED_ARMOR
2663,RANGED_ARMOR
2665,RANGED_ARMOR
2667,RANGED_ARMOR
2669,MELEE_ARMOR
2671,MELEE_ARMOR
2673,MELEE_ARMOR
2675,MELEE_ARMOR
2677,QUEST_ITEM
2714,MISC
2715,MISC
2718,MISC
2721,MISC
2722,QUEST_ITEM
2724,MISC
2795,CONTAINER
2801,QUEST_ITEM
2802,MISC
2829,QUEST_ITEM
2832,KEY
2842,QUEST_ITEM
2859,PRAYER_ITEM
2861,QUEST_ITEM
2862,LOG
2864,AMMO
2865,AMMO
2866,AMMO
2871,QUEST_ITEM
2872,QUEST_ITEM
2873,QUEST_ITEM
2874,QUEST_ITEM
2875,MISC
2876,MISC
2878,FOOD
2880,MISC
2882,QUEST_ITEM
2883,RANGED_WEAPON
2886,MISC
2887,TOOL
2888,MISC
2889,MISC
2890,MELEE_ARMOR
2892,QUEST_ITEM
2893,QUEST_ITEM
2894,MELEE_ARMOR
2896,MELEE_ARMOR
2898,MELEE_ARMOR
2900,MAGIC_ARMOR
2902,MELEE_ARMOR
2904,MELEE_ARMOR
2906,MAGIC_ARMOR
2908,MAGIC_ARMOR
2910,MAGIC_ARMOR
2912,MELEE_ARMOR
2914,MELEE_ARMOR
2916,MAGIC_ARMOR
2918,MAGIC_ARMOR
2920,MAGIC_ARMOR
2922,MELEE_ARMOR
2924,FOOD
2926,FOOD
2928,FOOD
2930,FOOD
2932,FOOD
2934,MELEE_ARMOR
2936,MAGIC_ARMOR
2938,MAGIC_ARMOR
2940,MAGIC_ARMOR
2942,MELEE_ARMOR
2944,KEY
2945,KEY
2946,QUEST_ITEM
2947,QUEST_ITEM
2948,QUEST_ITEM
2949,QUEST_ITEM
2950,QUEST_ITEM
2951,QUEST_ITEM
2952,QUEST_ITEM
2953,QUEST_ITEM
2954,MISC
2955,FOOD
2957,QUEST_ITEM
2958,QUEST_ITEM
2959,MISC
2961,MELEE_WEAPON
2963,MELEE_WEAPON
2964,QUEST_ITEM
2966,QUEST_ITEM
2967,QUEST_ITEM
2968,QUEST_ITEM
2969,MISC
2970,FOOD
2972,MISC
2974,FOOD
2976,TOOL
2978,COSMETIC
2979,COSMETIC
2980,COSMETIC
2981,COSMETIC
2982,COSMETIC
2983,COSMETIC
2984,COSMETIC
2985,COSMETIC
2986,COSMETIC
2987,COSMETIC
2988,COSMETIC
2989,COSMETIC
2990,COSMETIC
2991,COSMETIC
2992,COSMETIC
2993,COSMETIC
2994,COSMETIC
2995,COSMETIC
2996,CURRENCY
2997,MELEE_ARMOR
2998,HERB
3000,HERB
3002,POTION
3004,POTION
3006,COSMETIC
3008,POTION
3010,POTION
3012,POTION
3014,POTION
3016,MISC
3018,MISC
3020,MISC
3022,MISC
3024,POTION
3026,POTION
3028,POTION
3030,POTION
3032,POTION
3034,POTION
3036,POTION
3038,POTION
3040,POTION
3042,POTION
3044,POTION
3046,POTION
3049,HERB
3051,HERB
3053,MAGIC_WEAPON
3054,MAGIC_WEAPON
3057,COSMETIC
3058,COSMETIC
3059,COSMETIC
3060,COSMETIC
3061,COSMETIC
3062,CONTAINER
3093,RANGED_WEAPON
3094,RANGED_WEAPON
3095,MELEE_WEAPON
3096,MELEE_WEAPON
3097,FOOD
3098,MELEE_WEAPON
3099,MELEE_WEAPON
3100,MELEE_WEAPON
3101,MELEE_WEAPON
3102,QUEST_ITEM
3103,QUEST_ITEM
3104,QUEST_ITEM
3105,MELEE_ARMOR
3107,MELEE_ARMOR
3109,QUEST_ITEM
3110,QUEST_ITEM
3111,QUEST_ITEM
3112,QUEST_ITEM
3113,QUEST_ITEM
3114,QUEST_ITEM
3122,MELEE_ARMOR
3123,PRAYER_ITEM
3125,PRAYER_ITEM
3127,FOOD
3128,PRAYER_ITEM
3129,PRAYER_ITEM
3130,PRAYER_ITEM
3131,PRAYER_ITEM
3132,PRAYER_ITEM
3133,PRAYER_ITEM
3135,KEY
3136,KEY
3137,KEY
3138,FOOD
3140,MELEE_ARMOR
3142,FOOD
3144,FOOD
3146,MISC
3147,FOOD
3148,FOOD
3150,FOOD
3152,FOOD
3153,FOOD
3154,FOOD
3155,FOOD
3156,FOOD
3157,FOOD
3159,FOOD
3161,QUEST_ITEM
3162,FOOD
3164,FOOD
3165,FOOD
3166,KEY
3167,KEY
3168,QUEST_ITEM
3169,KEY
3170,MELEE_WEAPON
3171,MELEE_WEAPON
3172,FOOD
3173,FOOD
3174,MELEE_WEAPON
3175,MELEE_WEAPON
3176,MELEE_WEAPON
3177,FOOD
3179,KEY
3180,KEY
3181,KEY
3182,KEY
3183,KEY
3185,KEY
3186,KEY
3187,MISC
3188,PROCESSED_MATERIAL
3190,MELEE_WEAPON
3192,MELEE_WEAPON
3194,FOOD
3196,MELEE_WEAPON
3198,MELEE_WEAPON
3200,MELEE_WEAPON
3202,MELEE_WEAPON
3204,MELEE_WEAPON
3206,QUEST_ITEM
3207,QUEST_ITEM
3208,JEWELRY
3209,QUEST_ITEM
3211,FOOD
3213,FOOD
3214,FOOD
3215,QUEST_ITEM
3216,MISC
3218,MISC
3219,MISC
3220,MISC
3221,MISC
3222,PROCESSED_MATERIAL
3223,PROCESSED_MATERIAL
3224,PROCESSED_MATERIAL
3226,MISC
3228,FOOD
3230,MISC
3231,QUEST_ITEM
3233,QUEST_ITEM
3235,QUEST_ITEM
3237,QUEST_ITEM
3239,MISC
3241,MISC
3243,COSMETIC
3245,MISC
3247,MISC
3249,MISC
3251,COSMETIC
3253,MISC
3255,MISC
3257,COLLECTIBLE
3259,MISC
3261,HERB
3262,QUEST_ITEM
3263,HERB
3264,QUEST_ITEM
3265,QUEST_ITEM
3266,QUEST_ITEM
3267,QUEST_ITEM
3268,QUEST_ITEM
3269,KEY
3270,FOOD
3271,TOOL
3272,MISC
3325,MISC
3327,MELEE_ARMOR
3329,MELEE_ARMOR
3331,MELEE_ARMOR
3333,COSMETIC
3335,COSMETIC
3337,MELEE_ARMOR
3339,MELEE_ARMOR
3341,MELEE_ARMOR
3343,COSMETIC
3345,MISC
3347,MISC
3349,MISC
3351,MISC
3353,MISC
3355,MISC
3357,MISC
3359,MISC
3361,MISC
3363,PROCESSED_MATERIAL
3365,FOOD
3367,FOOD
3369,FOOD
3371,FOOD
3373,FOOD
3375,FOOD
3377,MISC
3379,MISC
3381,FOOD
3383,FOOD
3385,MAGIC_ARMOR
3387,MAGIC_ARMOR
3389,MAGIC_ARMOR
3391,MAGIC_ARMOR
3393,MAGIC_ARMOR
3395,QUEST_ITEM
3396,PRAYER_ITEM
3398,PRAYER_ITEM
3400,PRAYER_ITEM
3402,MISC
3404,PRAYER_ITEM
3406,POTION
3408,POTION
3410,POTION
3412,POTION
3414,POTION
3416,POTION
3417,POTION
3418,POTION
3419,POTION
3420,FOOD
3422,PROCESSED_MATERIAL
3424,PROCESSED_MATERIAL
3426,PROCESSED_MATERIAL
3428,PROCESSED_MATERIAL
3430,MISC
3432,MISC
3434,MISC
3436,MISC
3438,LOG
3440,LOG
3442,LOG
3444,LOG
3446,LOG
3448,LOG
3450,MISC
3451,MISC
3452,MISC
3453,MISC
3454,MISC
3455,KEY
3456,KEY
3457,KEY
3458,KEY
3459,KEY
3460,MISC
3461,MISC
3462,MISC
3463,MISC
3464,MISC
3465,KEY
3466,KEY
3467,KEY
3468,KEY
3469,KEY
3470,PROCESSED_MATERIAL
3472,MELEE_ARMOR
3473,MELEE_ARMOR
3474,MELEE_ARMOR
3475,MELEE_ARMOR
3476,MELEE_ARMOR
3477,MELEE_ARMOR
3478,MELEE_ARMOR
3479,RANGED_ARMOR
3480,MELEE_ARMOR
3481,MELEE_ARMOR
3483,MELEE_ARMOR
3485,MELEE_ARMOR
3486,MELEE_ARMOR
3488,MELEE_ARMOR
3550,QUEST_ITEM
3565,CONTAINER
3569,CONTAINER
3678,TOOL
3680,MISC
3681,MISC
3682,MISC
3683,MISC
3684,MISC
3685,MISC
3686,COLLECTIBLE
3688,QUEST_ITEM
3689,COSMETIC
3690,TELEPORT
3691,TELEPORT
3692,LOG
3693,PROCESSED_MATERIAL
3694,PROCESSED_MATERIAL
3695,MELEE_WEAPON
3696,QUEST_ITEM
3697,QUEST_ITEM
3698,QUEST_ITEM
3699,QUEST_ITEM
3700,QUEST_ITEM
3701,QUEST_ITEM
3702,QUEST_ITEM
3703,QUEST_ITEM
3704,QUEST_ITEM
3705,ORE
3706,CURRENCY
3707,FOOD
3708,QUEST_ITEM
3709,QUEST_ITEM
3710,QUEST_ITEM
3711,FOOD
3712,FOOD
3713,QUEST_ITEM
3714,QUEST_ITEM
3715,QUEST_ITEM
3718,QUEST_ITEM
3719,MISC
3720,QUEST_ITEM
3721,QUEST_ITEM
3722,QUEST_ITEM
3723,QUEST_ITEM
3724,QUEST_ITEM
3725,QUEST_ITEM
3726,QUEST_ITEM
3727,QUEST_ITEM
3728,QUEST_ITEM
3729,QUEST_ITEM
3730,QUEST_ITEM
3731,QUEST_ITEM
3732,QUEST_ITEM
3733,QUEST_ITEM
3734,QUEST_ITEM
3735,QUEST_ITEM
3736,QUEST_ITEM
3737,QUEST_ITEM
3738,FOOD
3739,FOOD
3740,FOOD
3741,KEY
3742,FOOD
3744,QUEST_ITEM
3745,KEY
3746,QUEST_ITEM
3748,MELEE_ARMOR
3749,RANGED_ARMOR
3751,MELEE_ARMOR
3753,MELEE_ARMOR
3755,MAGIC_ARMOR
3757,MELEE_WEAPON
3758,MELEE_ARMOR
3759,MELEE_ARMOR
3761,MELEE_ARMOR
3763,MELEE_ARMOR
3765,MELEE_ARMOR
3767,COSMETIC
3769,MELEE_ARMOR
3771,COSMETIC
3773,MELEE_ARMOR
3775,COSMETIC
3777,MELEE_ARMOR
3779,MELEE_ARMOR
3781,MELEE_ARMOR
3783,MELEE_ARMOR
3785,MELEE_ARMOR
3787,MELEE_ARMOR
3789,MELEE_ARMOR
3791,COSMETIC
3793,COSMETIC
3795,COSMETIC
3797,MAGIC_ARMOR
3799,COSMETIC
3801,FOOD
3803,FOOD
3805,MISC
3827,QUEST_ITEM
3828,QUEST_ITEM
3829,QUEST_ITEM
3830,QUEST_ITEM
3831,QUEST_ITEM
3832,QUEST_ITEM
3833,QUEST_ITEM
3834,QUEST_ITEM
3835,QUEST_ITEM
3836,QUEST_ITEM
3837,QUEST_ITEM
3838,QUEST_ITEM
3839,QUEST_ITEM
3840,QUEST_ITEM
3841,QUEST_ITEM
3842,QUEST_ITEM
3843,QUEST_ITEM
3844,MELEE_ARMOR
3845,QUEST_ITEM
3846,QUEST_ITEM
3847,QUEST_ITEM
3848,KEY
3849,QUEST_ITEM
3853,TELEPORT
3855,TELEPORT
3857,TELEPORT
3859,TELEPORT
3861,TELEPORT
3863,TELEPORT
3865,TELEPORT
3867,TELEPORT
3869,FOOD
3893,TOOL
3894,MISC
3895,QUEST_ITEM
3896,QUEST_ITEM
3897,PROCESSED_MATERIAL
3898,QUEST_ITEM
3899,MELEE_WEAPON
3901,QUEST_ITEM
3981,MISC
3983,COSMETIC
4001,QUEST_ITEM
4002,QUEST_ITEM
4004,QUEST_ITEM
4005,QUEST_ITEM
4006,KEY
4007,QUEST_ITEM
4008,QUEST_ITEM
4009,QUEST_ITEM
4010,KEY
4012,KEY
4014,KEY
4016,FOOD
4018,TOOL
4020,QUEST_ITEM
4021,QUEST_ITEM
4022,QUEST_ITEM
4023,KEY
4024,KEY
4025,KEY
4026,MISC
4027,MISC
4028,MISC
4029,MISC
4030,MISC
4031,KEY
4033,KEY
4034,KEY
4035,JEWELRY
4037,MELEE_WEAPON
4039,MELEE_WEAPON
4041,COSMETIC
4042,COSMETIC
4043,MISC
4045,POTION
4047,MISC
4049,FOOD
4051,TOOL
4053,MISC
4055,QUEST_ITEM
4067,CURRENCY
4068,MELEE_WEAPON
4069,MELEE_ARMOR
4070,MELEE_ARMOR
4071,MELEE_ARMOR
4072,MELEE_ARMOR
4073,TOOL
4075,QUEST_ITEM
4077,KEY
4078,KEY
4079,MISC
4081,JEWELRY
4082,QUEST_ITEM
4083,QUEST_ITEM
4084,QUEST_ITEM
4085,QUEST_ITEM
4086,QUEST_ITEM
4087,MELEE_ARMOR
4089,MAGIC_ARMOR
4091,MAGIC_ARMOR
4093,MAGIC_ARMOR
4095,MAGIC_ARMOR
4097,MAGIC_ARMOR
4099,MAGIC_ARMOR
4101,MAGIC_ARMOR
4103,MAGIC_ARMOR
4105,MAGIC_ARMOR
4107,MAGIC_ARMOR
4109,MAGIC_ARMOR
4111,MAGIC_ARMOR
4113,MAGIC_ARMOR
4115,MAGIC_ARMOR
4117,MAGIC_ARMOR
4119,MELEE_ARMOR
4121,MELEE_ARMOR
4123,FOOD
4125,MELEE_ARMOR
4127,MELEE_ARMOR
4129,MELEE_ARMOR
4131,MELEE_ARMOR
4133,MISC
4134,MISC
4135,MISC
4136,MISC
4137,MISC
4138,MISC
4139,MISC
4140,COSMETIC
4141,MISC
4142,COSMETIC
4143,MISC
4144,MISC
4145,MISC
4146,COSMETIC
4147,COLLECTIBLE
4148,MISC
4149,MISC
4151,MELEE_WEAPON
4153,MELEE_WEAPON
4155,GEM
4156,MELEE_ARMOR
4158,MELEE_WEAPON
4159,MISC
4160,AMMO
4161,MISC
4162,TOOL
4164,COSMETIC
4166,COSMETIC
4168,COSMETIC
4170,MAGIC_WEAPON
4178,MISC
4179,MISC
4180,QUEST_ITEM
4181,QUEST_ITEM
4182,HERB
4183,JEWELRY
4184,KEY
4185,KEY
4186,KEY
4187,QUEST_ITEM
4188,JEWELRY
4189,TOOL
4190,TOOL
4191,QUEST_ITEM
4192,QUEST_ITEM
4193,QUEST_ITEM
4194,QUEST_ITEM
4195,MISC
4196,QUEST_ITEM
4197,QUEST_ITEM
4198,QUEST_ITEM
4199,QUEST_ITEM
4200,QUEST_ITEM
4201,QUEST_ITEM
4202,JEWELRY
4203,QUEST_ITEM
4204,QUEST_ITEM
4205,QUEST_ITEM
4206,QUEST_ITEM
4207,SEED
4209,QUEST_ITEM
4211,PROCESSED_MATERIAL
4212,RANGED_WEAPON
4213,QUEST_ITEM
4214,RANGED_WEAPON
4215,RANGED_WEAPON
4216,RANGED_WEAPON
4217,RANGED_WEAPON
4218,RANGED_WEAPON
4219,RANGED_WEAPON
4220,RANGED_WEAPON
4221,RANGED_WEAPON
4222,RANGED_WEAPON
4223,RANGED_WEAPON
4224,MELEE_ARMOR
4225,MELEE_ARMOR
4226,MELEE_ARMOR
4227,MELEE_ARMOR
4228,MELEE_ARMOR
4229,MELEE_ARMOR
4230,MELEE_ARMOR
4231,MELEE_ARMOR
4232,MELEE_ARMOR
4233,MELEE_ARMOR
4234,MELEE_ARMOR
4235,QUEST_ITEM
4236,RANGED_WEAPON
4237,TOOL
4238,FOOD
4239,FOOD
4240,FOOD
4241,TOOL
4242,FOOD
4243,FOOD
4244,QUEST_ITEM
4245,FOOD
4246,FOOD
4247,QUEST_ITEM
4248,MISC
4249,QUEST_ITEM
4250,JEWELRY
4251,TELEPORT
4252,TELEPORT
4253,QUEST_ITEM
4254,QUEST_ITEM
4255,MISC
4256,MISC
4257,MISC
4258,FOOD
4259,FOOD
4260,MISC
4261,PRAYER_ITEM
4262,PRAYER_ITEM
4263,PRAYER_ITEM
4264,PRAYER_ITEM
4265,PRAYER_ITEM
4266,MISC
4267,KEY
4268,KEY
4269,KEY
4270,PRAYER_ITEM
4271,PRAYER_ITEM
4272,MISC
4273,KEY
4274,QUEST_ITEM
4275,QUEST_ITEM
4276,QUEST_ITEM
4277,QUEST_ITEM
4278,CURRENCY
4283,QUEST_ITEM
4284,COSMETIC
4285,COSMETIC
4286,TOOL
4287,MISC
4289,MISC
4291,FOOD
4293,FOOD
4295,COSMETIC
4297,MISC
4298,MELEE_ARMOR
4300,MELEE_ARMOR
4302,MELEE_ARMOR
4304,MELEE_ARMOR
4306,JEWELRY
4308,MELEE_ARMOR
4310,MELEE_ARMOR
4313,MISC
4315,FOOD
4317,FOOD
4319,FOOD
4321,FOOD
4323,FOOD
4325,FOOD
4327,FOOD
4329,FOOD
4331,FOOD
4333,FOOD
4335,FOOD
4337,FOOD
4339,FOOD
4341,FOOD
4343,FOOD
4345,FOOD
4347,FOOD
4349,FOOD
4351,FOOD
4353,FOOD
4355,FOOD
4357,FOOD
4359,FOOD
4361,FOOD
4363,FOOD
4365,FOOD
4367,FOOD
4369,FOOD
4371,FOOD
4373,FOOD
4375,FOOD
4377,FOOD
4379,FOOD
4381,FOOD
4383,FOOD
4385,FOOD
4387,FOOD
4389,FOOD
4391,FOOD
4393,FOOD
4395,FOOD
4397,FOOD
4399,FOOD
4401,FOOD
4403,FOOD
4405,FOOD
4407,FOOD
4409,FOOD
4411,FOOD
4413,FOOD
4415,TOOL
4416,POTION
4417,POTION
4419,POTION
4421,POTION
4423,POTION
4425,QUEST_ITEM
4426,QUEST_ITEM
4427,MELEE_ARMOR
4428,MISC
4429,MISC
4430,QUEST_ITEM
4431,MISC
4432,QUEST_ITEM
4433,MISC
4434,QUEST_ITEM
4435,QUEST_ITEM
4436,MISC
4438,QUEST_ITEM
4440,TOOL
4442,MISC
4443,TOOL
4444,QUEST_ITEM
4445,LOG
4446,KEY
4447,MISC
4456,TOOL
4458,FOOD
4460,FOOD
4462,FOOD
4464,QUEST_ITEM
4466,QUEST_ITEM
4468,QUEST_ITEM
4470,QUEST_ITEM
4472,QUEST_ITEM
4474,QUEST_ITEM
4476,QUEST_ITEM
4478,QUEST_ITEM
4480,QUEST_ITEM
4482,QUEST_ITEM
4484,QUEST_ITEM
4485,QUEST_ITEM
4486,QUEST_ITEM
4487,QUEST_ITEM
4488,QUEST_ITEM
4489,MISC
4490,MISC
4492,MISC
4494,QUEST_ITEM
4496,MISC
4498,PROCESSED_MATERIAL
4500,QUEST_ITEM
4502,MELEE_ARMOR
4503,MELEE_WEAPON
4504,MELEE_ARMOR
4505,MELEE_ARMOR
4506,MELEE_ARMOR
4507,MELEE_ARMOR
4508,MELEE_WEAPON
4509,MELEE_ARMOR
4510,MELEE_ARMOR
4511,MELEE_ARMOR
4512,MELEE_ARMOR
4513,COSMETIC
4514,COSMETIC
4515,COSMETIC
4516,COSMETIC
4517,FOOD
4519,MISC
4520,MISC
4521,MISC
4522,PROCESSED_MATERIAL
4524,PROCESSED_MATERIAL
4525,TOOL
4527,TOOL
4529,PROCESSED_MATERIAL
4531,PROCESSED_MATERIAL
4532,PROCESSED_MATERIAL
4534,PROCESSED_MATERIAL
4535,TOOL
4537,PROCESSED_MATERIAL
4539,PROCESSED_MATERIAL
4540,PROCESSED_MATERIAL
4542,PROCESSED_MATERIAL
4544,TOOL
4546,TOOL
4548,TOOL
4550,TOOL
4551,RANGED_ARMOR
4558,MISC
4559,FOOD
4560,MISC
4562,MISC
4563,FOOD
4564,MISC
4565,MELEE_WEAPON
4566,MELEE_WEAPON
4567,MELEE_ARMOR
4568,QUEST_ITEM
4569,MISC
4570,MISC
4571,MISC
4572,QUEST_ITEM
4573,QUEST_ITEM
4574,MISC
4575,QUEST_ITEM
4576,QUEST_ITEM
4577,QUEST_ITEM
4578,QUEST_ITEM
4579,TOOL
4580,MELEE_WEAPON
4582,MELEE_WEAPON
4584,MELEE_WEAPON
4585,MELEE_ARMOR
4587,MELEE_WEAPON
4589,KEY
4590,QUEST_ITEM
4591,COSMETIC
4593,QUEST_ITEM
4595,QUEST_ITEM
4597,QUEST_ITEM
4598,QUEST_ITEM
4599,MELEE_WEAPON
4600,MELEE_WEAPON
4601,QUEST_ITEM
4602,QUEST_ITEM
4603,QUEST_ITEM
4604,POTION
4605,QUEST_ITEM
4606,QUEST_ITEM
4607,QUEST_ITEM
4608,FOOD
4610,QUEST_ITEM
4611,COSMETIC
4613,MISC
4614,MISC
4615,QUEST_ITEM
4616,QUEST_ITEM
4617,KEY
4618,QUEST_ITEM
4619,QUEST_ITEM
4620,FOOD
4621,FLETCHING_COMPONENT
4622,FOOD
4623,QUEST_ITEM
4624,QUEST_ITEM
4625,MISC
4627,FOOD
4653,MISC
4654,QUEST_ITEM
4655,QUEST_ITEM
4656,KEY
4657,JEWELRY
4658,QUEST_ITEM
4659,MISC
4660,QUEST_ITEM
4661,MISC
4662,QUEST_ITEM
4663,MISC
4664,QUEST_ITEM
4665,MISC
4666,QUEST_ITEM
4667,MISC
4668,FOOD
4670,GEM
4671,GEM
4672,GEM
4673,GEM
4674,QUEST_ITEM
4675,MAGIC_WEAPON
4677,JEWELRY
4678,QUEST_ITEM
4679,QUEST_ITEM
4680,QUEST_ITEM
4681,QUEST_ITEM
4682,QUEST_ITEM
4683,QUEST_ITEM
4684,PROCESSED_MATERIAL
4686,QUEST_ITEM
4687,TOOL
4689,QUEST_ITEM
4691,QUEST_ITEM
4692,PROCESSED_MATERIAL
4693,QUEST_ITEM
4694,RUNE
4695,RUNE
4696,RUNE
4697,RUNE
4698,RUNE
4699,RUNE
4700,GEM
4701,GEM
4702,GEM
4703,QUEST_ITEM
4704,QUEST_ITEM
4707,QUEST_ITEM
4708,MAGIC_ARMOR
4710,MAGIC_WEAPON
4712,MAGIC_ARMOR
4714,MAGIC_ARMOR
4716,MELEE_ARMOR
4718,MELEE_WEAPON
4720,MELEE_ARMOR
4722,MELEE_ARMOR
4724,MELEE_ARMOR
4726,MELEE_WEAPON
4728,MELEE_ARMOR
4730,MELEE_ARMOR
4732,RANGED_ARMOR
4734,RANGED_WEAPON
4736,RANGED_ARMOR
4738,RANGED_ARMOR
4740,AMMO
4745,MELEE_ARMOR
4747,MELEE_WEAPON
4749,MELEE_ARMOR
4751,MELEE_ARMOR
4753,MELEE_ARMOR
4755,MELEE_WEAPON
4757,MELEE_ARMOR
4759,MELEE_ARMOR
4773,AMMO
4778,AMMO
4783,FOOD
4788,RANGED_ARMOR
4793,AMMO
4798,AMMO
4803,RANGED_ARMOR
4808,MISC
4809,QUEST_ITEM
4810,QUEST_ITEM
4811,QUEST_ITEM
4812,PRAYER_ITEM
4814,QUEST_ITEM
4815,QUEST_ITEM
4816,QUEST_ITEM
4817,MISC
4818,QUEST_ITEM
4819,MISC
4820,MELEE_ARMOR
4821,MISC
4822,PROCESSED_MATERIAL
4823,MISC
4824,PROCESSED_MATERIAL
4825,MISC
4827,RANGED_WEAPON
4829,MISC
4830,PRAYER_ITEM
4832,PRAYER_ITEM
4834,PRAYER_ITEM
4836,POTION
4837,QUEST_ITEM
4838,FOOD
4839,KEY
4840,POTION
4842,MISC
4844,MISC
4846,MISC
4848,MISC
4850,KEY
4852,PRAYER_ITEM
4853,PRAYER_ITEM
4854,PRAYER_ITEM
4855,PRAYER_ITEM
4856,MAGIC_ARMOR
4857,MAGIC_ARMOR
4858,MAGIC_ARMOR
4859,MAGIC_ARMOR
4860,MISC
4862,MAGIC_WEAPON
4863,MAGIC_WEAPON
4864,MAGIC_WEAPON
4865,MAGIC_WEAPON
4866,MISC
4868,MAGIC_ARMOR
4869,MAGIC_ARMOR
4870,MAGIC_ARMOR
4871,MAGIC_ARMOR
4872,MISC
4874,MAGIC_ARMOR
4875,MAGIC_ARMOR
4876,MAGIC_ARMOR
4877,MAGIC_ARMOR
4878,MISC
4880,MELEE_ARMOR
4881,MELEE_ARMOR
4882,MELEE_ARMOR
4883,MELEE_ARMOR
4884,MELEE_ARMOR
4886,MELEE_WEAPON
4887,MELEE_WEAPON
4888,MELEE_WEAPON
4889,MELEE_WEAPON
4890,MELEE_WEAPON
4892,MELEE_ARMOR
4893,MELEE_ARMOR
4894,MELEE_ARMOR
4895,MELEE_ARMOR
4896,MELEE_ARMOR
4898,MELEE_ARMOR
4899,MELEE_ARMOR
4900,MELEE_ARMOR
4901,MELEE_ARMOR
4902,MELEE_ARMOR
4904,MELEE_ARMOR
4905,MELEE_ARMOR
4906,MELEE_ARMOR
4907,MELEE_ARMOR
4908,MISC
4910,MELEE_WEAPON
4911,MELEE_WEAPON
4912,MELEE_WEAPON
4913,MELEE_WEAPON
4914,MISC
4916,MELEE_ARMOR
4917,MELEE_ARMOR
4918,MELEE_ARMOR
4919,MELEE_ARMOR
4920,MISC
4922,MELEE_ARMOR
4923,MELEE_ARMOR
4924,MELEE_ARMOR
4925,MELEE_ARMOR
4926,MISC
4928,RANGED_ARMOR
4929,RANGED_ARMOR
4930,RANGED_ARMOR
4931,RANGED_ARMOR
4932,RANGED_ARMOR
4934,RANGED_WEAPON
4935,RANGED_WEAPON
4936,RANGED_WEAPON
4937,RANGED_WEAPON
4938,RANGED_ARMOR
4940,RANGED_ARMOR
4941,RANGED_ARMOR
4942,RANGED_ARMOR
4943,RANGED_ARMOR
4944,RANGED_ARMOR
4946,RANGED_ARMOR
4947,RANGED_ARMOR
4948,RANGED_ARMOR
4949,RANGED_ARMOR
4950,RANGED_ARMOR
4952,MELEE_ARMOR
